author,avgrating,awards,five_stars,four_stars,genre,numpages,one_stars,origpubdate,pubyear,pubdate,publisher,three_stars,title,totalratings,totalreviews,two_stars
Stephen C. Lundin,3.93,,7849,7221,Business,112,496,1996,1996,March 8th 2000,Hachette Books,5071,Fish!: A Remarkable Way to Boost Morale and Improve Results,22040,811,1403
Nora Roberts,4.02,,7747,7719,Romance,376,164,1996,1996,August 29th 2006,Jove,5088,Daring to Dream,21605,465,887
Harlan Coben,3.93,,5571,10178,Mystery,341,90,1996,1996,February 5th 1996,Dell Publishing Company,5600,Drop Shot,22087,1057,648
George R.R. Martin,4.53,,14803,6620,Fantasy,864,104,1996,1996,December 23rd 2010,Voyager,1629,A Game of Thrones / A Clash of Kings,23381,622,225
T.A. Barron,3.98,,5712,5694,Young Adult,326,298,1996,1996,May 12th 2011,Puffin Books,3647,The Lost Years,16130,684,779
Kim Stanley Robinson,3.92,,7413,7961,Science Fiction,761,389,1996,1996,June 2nd 1997,Spectra,5138,Blue Mars,22298,629,1397
Anne Rice,3.7,,7095,8349,Horror,416,659,1996,1996,Mar-99,B E Trice Pub,8138,Servant of the Bones,26686,455,2445
Charlaine Harris,3.76,,5788,8548,Mystery,216,473,1996,1996,November 1st 2005,Berkley,7065,Shakespeare's Landlord,23351,1232,1477
Joseph J. Ellis,3.9,,5806,6966,History,440,529,1996,1996,April 7th 1998,Vintage,4073,American Sphinx: The Character of Thomas Jefferson,18363,563,989
Alessandro Baricco,3.83,,7758,9830,Fiction,91,579,1996,1996,August 25th 1998,Vintage Books USA,6541,Silk,26769,2051,2061
Terry Brooks,3.95,,8802,9130,Fantasy,489,459,1996,1996,1997,Orbit,6091,First King of Shannara,25824,467,1342
Mike Carey,4.22,,14018,11266,Fantasy,224,271,1996,1996,February 14th 2007,Vertigo,4706,Neil Gaiman's Neverwhere,31104,521,843
Maeve Binchy,3.98,,11510,14126,Fiction,528,215,1996,1996,June 30th 2005,Orion Publishing Group,8956,Evening Class,36062,939,1255
Tim LaHaye,3.95,,12320,11009,Fiction,450,937,1996,1996,January 9th 1997,Tyndale House Publishers,7208,Tribulation Force,33540,859,2066
Eve Ensler,3.86,,7185,8383,Feminism,185,537,1996,1996,May 3rd 2001,Virago Press Ltd.,5505,The Vagina Monologues,23214,1604,1604
Dan Simmons,4.15,,15018,14182,Science Fiction,563,291,1996,1996,December 1st 1996,Bantam Spectra,6013,Endymion,36788,1055,1284
J.D. Robb,4.27,,17059,14122,Mystery,345,111,1996,1996,September 25th 2003,Piatkus,5562,Immortal in Death,37403,1438,549
E.L. Konigsburg,3.75,,11246,13406,Young Adult,176,1595,1996,1996,May 1st 2003,Aladdin Paperbacks,9958,The View from Saturday,39446,1890,3241
Nora Roberts,4.07,RITA Award by Romance Writers of America Nominee for Romantic Suspense (1997),15438,13823,Romance,448,321,1996,1996,June 27th 2006,Berkley,8656,Montana Sky,39728,897,1490
Legs McNeil,4.15,,10976,7630,Music,488,620,1996,1996,April 13th 2006,Grove Press,3633,Please Kill Me: The Uncensored Oral History of Punk,23791,984,932
Marian Keyes,3.75,,11162,14493,Womens Fiction,640,1033,1996,1996,January 23rd 2007,William Morrow Paperbacks,12294,Lucy Sullivan Is Getting Married,42080,766,3098
David Foster Wallace,4.27,,13421,10989,Nonfiction,353,295,1996,1996,February 2nd 1998,Back Bay Books,3281,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,28694,2257,708
Jodi Picoult,3.57,,8564,13685,Fiction,400,1387,1996,1996,April 1st 2001,Washington Square Press,13173,Mercy,41307,2621,4498
Candace Bushnell,3.39,,11990,9619,Womens Fiction,304,4337,1996,1996,August 1st 2006,Grand Central Publishing,11772,Sex and the City,45020,1683,7302
Alison Weir,4.06,,9828,10062,History,532,523,1996,1996,October 5th 1999,Ballantine Books,4872,The Life of Elizabeth I,26235,637,950
Terry Pratchett,4.27,,25196,22962,Fantasy,416,62,1996,1996,October 1st 2005,Corgi,8308,Feet of Clay,57192,1180,664
Stephen E. Ambrose,4.22,"Ambassador Book Award for American Studies (1997),Mississippi Institute of Arts and Letters Award for Nonfiction (1997),Spur Award for Best Nonfiction Historical (1996)",18316,14512,History,592,578,1996,1996,October 6th 2003,Simon & Schuster,5534,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,40097,2102,1157
Laurell K. Hamilton,4.1,,25622,22156,Fantasy,336,480,1996,1996,November 1st 2005,Berkley Hardcover,13012,Bloody Bones,63575,1144,2305
Ann-Marie MacDonald,3.95,,20353,19199,Fiction,508,1595,1996,1996,October 29th 2002,Pocket Books,11508,Fall on Your Knees,56068,2746,3413
Alex Garland,3.92,,18311,24233,Fiction,436,868,1996,1996,February 1st 1998,Riverhead Books,13907,The Beach,60699,2240,3380
Terry Pratchett,4.22,,27745,23295,Humor,432,207,1996,1996,October 2nd 2006,Corgi,10206,Hogfather,62863,1788,1410
Mary Doria Russell,4.17,,22151,15627,Science Fiction,516,1097,1996,1996,September 8th 1997,Ballantine Books,6333,The Sparrow,47389,5930,2181
Donna Woolfolk Cross,4.07,,22282,22258,Historical,422,892,1996,1996,June 9th 2009,Ballantine Books (NY),11003,Pope Joan,58776,4220,2341
Robin S. Sharma,3.79,,23073,24723,Self Help,208,3174,1996,1996,April 21st 1999,HarperOne,16563,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,73668,3982,6135
Jacquelyn Mitchard,3.85,,30296,41297,Fiction,464,1786,1996,1996,October 1st 1999,Penguin Books,28674,The Deep End of the Ocean,108275,1135,6222
Megan Whalen Turner,3.9,,16046,17963,Fantasy,280,1179,1996,1996,December 27th 2005,Greenwillow Books,11472,The Thief,49582,5729,2922
Janet Evanovich,4.11,,49293,52923,Mystery,326,506,1996,1996,Jun-96,Penguin Books,26824,Two for the Dough,132762,4223,3216
John Grisham,3.97,,73086,93591,Fiction,358,1668,1996,1996,April 25th 2006,Delta,57938,The Runaway Jury,235403,1788,9120
Stephen King,4.43,,116129,63457,Horror,592,763,1996,1996,September 1st 1996,Penguin Signet,20643,The Green Mile,204153,5426,3161
Frances Mayes,3.74,,82802,97102,Travel,304,12184,1996,1996,September 2nd 1997,Broadway Books,76951,Under the Tuscan Sun,292374,3208,23335
Rebecca Wells,3.8,"Orange Prize Nominee for Fiction Shortlist (2000),American Booksellers Book Of The Year  Award for Adult Trade (1999)",145345,162693,Fiction,383,16111,1996,1996,December 7th 2004,Harper Perennial,122715,Divine Secrets of the Ya-Ya Sisterhood,482755,3981,35891
Frank McCourt,4.08,,179467,165907,Nonfiction,432,8457,1996,1996,October 3rd 2005,Harper Perennial,77720,Angela's Ashes,451028,10322,19477
Chuck Palahniuk,4.2,,184559,147612,Fiction,224,4876,1996,1996,May 1st 2018,W. W. Norton  Company,61500,Fight Club,411994,11883,13447
Helen Fielding,3.75,,227511,267540,Womens Fiction,288,30647,1996,1996,June 1st 1999,Penguin Books,207026,Bridget Jones's Diary,794457,8547,61733
Jon Krakauer,3.96,Washington State Book Award (1997),251523,267659,Nonfiction,207,20703,1996,1996,January 20th 1997,Anchor Books,144319,Into the Wild,722164,18330,37960
Philip Pullman,3.95,,411105,334136,Young Adult,399,39883,1995,1995,April 16th 1996,Alfred A. Knopf Books for Young Readers,209512,The Golden Compass,1062084,16538,67448
Orson Scott Card,3.49,,1374,2707,Science Fiction,370,189,1995,1995,Jan-96,Tor Books,3254,Earthfall,8463,128,939
Toni Weschler,4.5,,4324,1943,Parenting,560,39,1995,1995,July 7th 2015,William Morrow Paperbacks,563,"Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",6960,1025,91
Danielle Steel,3.55,,1651,1904,Romance,0,255,1995,1995,November 1st 1995,Random House Audio,2315,Five Days in Paris,6964,272,839
Diane Mott Davidson,3.91,,2483,3265,Mystery,301,35,1995,1995,October 1st 1995,Bantam,2636,Killer Pancake,8686,229,267
Nora Roberts,4.08,,3079,2855,Romance,249,53,1995,1995,December 1st 1995,Silhouette Books,1716,The Pride of Jared MacKade,7998,229,295
Bryce Courtenay,4.08,,3016,2956,Historical,739,112,1995,1995,April 11th 1996,Random House (UK),1386,The Potato Factory,7805,500,335
Beth Moore,4.49,,3792,1523,Christian,272,28,1995,1995,September 1st 2004,B Books,585,Believing God,6021,215,93
Deborah Curtis,3.89,,1733,2465,Biography,212,91,1995,1995,April 4th 1996,Faber & Faber,1507,Touching from a Distance: Ian Curtis and Joy Division,6100,290,304
David Brin,3.89,,2512,3613,Science Fiction,661,110,1995,1995,October 1st 1996,Spectra,2281,Brightness Reef,8950,157,434
Ian Rankin,4.05,,2916,4221,Mystery,292,51,1995,1995,September 15th 1998,St. Martin's Paperbacks,1844,Let It Bleed,9260,287,228
Robert K. Massie,4.06,,1901,2203,History,320,30,1995,1995,October 1st 1996,Random House Trade Paperbacks,1124,The Romanovs: The Final Chapter,5448,334,190
Edwidge Danticat,4.11,,2325,2626,Fiction,224,48,1995,1995,April 2nd 1996,Vintage,1118,Krik? Krak!,6300,531,183
Elaine Pagels,3.91,,1782,1889,Religion,240,153,1995,1995,April 30th 1996,Vintage,1244,"The Origin of Satan: How Christians Demonized Jews, Pagans and Heretics",5362,187,294
Anne McCaffrey,3.93,,3032,3176,Science Fiction,324,114,1995,1995,June 1st 1996,Ace,2265,Freedom's Landing,9136,245,549
Lorna Landvik,3.86,,2370,3586,Fiction,304,92,1995,1995,June 28th 1999,Ivy Books,2442,Patty Jane's House of Curl,8958,539,468
Robert Coles,4.42,,6242,2826,Childrens,32,70,1995,1995,June 1st 2004,Scholastic Paperbacks,1262,The Story of Ruby Bridges,10578,554,178
Irvine Welsh,3.85,,2576,3178,Fiction,288,144,1995,1995,January 17th 1997,W. W. Norton  Company,2254,Marabou Stork Nightmares,8762,296,610
Joyce Carol Oates,3.33,,1097,1967,Horror,181,487,1995,1995,September 1st 1996,Plume,2202,Zombie,6721,977,968
Mercedes Lackey,3.89,,3343,3474,Fantasy,399,87,1995,1995,March 1st 1996,DAW,2874,The White Gryphon,10445,102,667
Mark Leyner,3.41,,1447,2334,Nonfiction,224,342,1995,1995,July 26th 2005,Three Rivers Press,2949,Why Do Men Have Nipples?: Hundreds of Questions You'd Only Ask a Doctor After Your Third Martini,8259,656,1187
Mercedes Lackey,4,,3767,3798,Fantasy,412,57,1995,1995,October 1st 1996,DAW,2711,Storm Rising,10778,83,445
Julia Quinn,3.81,,2774,3468,Romance,375,149,1995,1995,August 25th 2009,Avon,2758,Dancing at Midnight,9871,418,722
Randall Wallace,4.19,,5697,3426,Historical,277,235,1995,1995,December 31st 1995,Pocket Books,1734,Braveheart,11593,83,501
Larry McMurtry,3.9,,2575,3885,Westerns,464,78,1995,1995,October 17th 2000,Simon  Schuster,2436,Dead Man's Walk,9382,460,408
Barbara Kingsolver,4.03,,3215,3969,Nonfiction,273,62,1995,1995,1996,Faber and Faber,2078,High Tide in Tucson,9650,521,326
Nora Roberts,4.16,,4501,3534,Romance,425,44,1995,1995,March 1st 2004,Silhouette Books,2057,The MacKade Brothers: Rafe and Jared,10463,196,327
Philip Roth,3.84,,2350,2448,Fiction,451,288,1995,1995,August 6th 1996,Vintage,1457,Sabbath's Theater,7128,502,585
Christopher Hitchens,4.06,,2680,2967,Nonfiction,98,123,1995,1995,April 17th 1997,Verso,1358,The Missionary Position: Mother Teresa in Theory and Practice,7394,611,266
Lisa See,3.93,,2486,2997,Nonfiction,394,96,1995,1995,August 27th 1996,Vintage Books,1889,On Gold Mountain: The One-Hundred-Year Odyssey of My Chinese-American Family,7919,618,451
Dave Grossman,4.17,,2630,2293,Psychology,367,68,1995,1995,December 1st 2003,Back Bay Books,935,On Killing: The Psychological Cost of Learning to Kill in War and Society,6144,579,218
Nora Roberts,4.08,,3987,3456,Romance,251,86,1995,1995,April 1st 1995,Silhouette,2154,The Return of Rafe MacKade,10058,355,375
Dave Pelzer,4.19,,4561,2898,Biography,437,140,1995,1995,2002,Orion Books,1580,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",9565,603,386
Roger Lowenstein,4.25,,3966,2688,Biography,475,151,1995,1995,August 18th 1996,Broadway Books / Random House,1025,Buffett: The Making of an American Capitalist,8065,255,235
Nora Roberts,3.95,,3380,3575,Romance,400,82,1995,1995,July 5th 2005,Berkley Trade,2643,True Betrayals,10163,244,483
Tami Hoag,3.96,,3077,3633,Mystery,541,148,1995,1995,October 7th 1996,Orion,2142,Night Sins,9439,390,439
David Cordingly,3.68,,1303,2573,History,319,99,1995,1995,May 9th 2006,Random House (NY),2144,Under the Black Flag: The Romance and the Reality of Life Among the Pirates,6601,525,482
Graham Hancock,4.17,,2967,2311,Nonfiction,592,110,1995,1995,April 2nd 1996,Three Rivers Press,999,Fingerprints of the Gods: The Evidence of Earth's Lost Civilization,6641,459,254
Julie Garwood,4.02,,4658,4007,Romance,561,160,1995,1995,February 1st 1996,Pocket Books,2620,For the Roses,12087,419,642
Wilbur Smith,4.03,,4285,4347,Historical,642,167,1995,1995,September 16th 2002,St. Martin's Paperbacks,2462,Warlock,11761,321,500
Margaret Edson,4.2,,5397,3760,Plays,85,171,1995,1995,March 29th 1999,Faber & Faber,1746,Wit,11473,448,399
Carl Hiaasen,3.94,,3565,5984,Fiction,388,83,1995,1995,March 1st 2001,Grand Central Publishing,3248,Stormy Weather,13296,746,416
Margaret Weis,3.84,,4143,4555,Fantasy,552,223,1995,1995,October 31st 1995,TSR,3681,Dragons of Summer Flame,13566,172,964
Lorenzo Carcaterra,4.19,,4828,4286,Fiction,399,79,1995,1995,October 30th 1996,Pocket,1827,Sleepers,11336,587,316
Alison Weir,3.96,,1880,2831,History,463,59,1995,1995,July 25th 1996,Ballantine Books,1523,The Wars of the Roses,6527,458,234
Anne Tyler,3.72,,2771,5022,Fiction,406,217,1995,1995,March 30th 1997,Ivy Books,3874,Ladder of Years,12779,997,895
Jonathan Harr,3.95,,3792,5438,Nonfiction,512,105,1995,1995,August 27th 1996,Vintage,3078,A Civil Action,12926,736,513
Scott Heim,4.09,,3022,2827,Fiction,292,115,1995,1995,May 10th 2005,Harper Perennial,1376,Mysterious Skin,7651,411,311
Carlos Ruiz Zafón,3.75,,2596,3987,Horror,288,138,1995,1995,July 1st 2014,"Little, Brown Books for Young Readers",3201,The Watcher in the Shadows,10743,832,821
W.G. Sebald,4.27,"Los Angeles Times Book Prize for Fiction (1998),Prix du Meilleur Livre Étranger for Essai (1999),Helen and Kurt Wolff Translator's Prize Nominee for Michael Hulse (1999)",3898,2276,Fiction,296,117,1995,1995,April 17th 1999,New Directions,944,The Rings of Saturn,7536,751,301
Mary Pope Osborne,3.93,,4927,3549,Childrens,69,282,1995,1995,March 21st 1995,Random House Books for Young Readers,3348,Night of the Ninjas,12917,430,811
Jacqueline Wilson,3.7,,3985,4208,Childrens,192,356,1995,1995,October 5th 2006,Transworld Publishers,4429,Double Act,14373,433,1395
Wilbur Smith,4.11,,5554,5392,Historical,614,132,1995,1995,April 15th 1996,St. Martin's Paperbacks,2532,The Seventh Scroll,14172,483,562
Salman Rushdie,3.92,,3331,4598,Fiction,434,156,1995,1995,July 4th 1996,Vintage,2494,The Moor's Last Sigh,11196,541,617
Lynn Austin,4.31,,5143,2951,Historical,317,114,1995,1995,February 1st 2005,Bethany House Publishers,1179,Gods and Kings,9677,754,290
Pat Barker,4.11,,5386,4938,Fiction,277,204,1995,1995,November 1st 1996,A William Abrahams Book/Plume,2249,The Ghost Road,13309,453,532
Richard Ford,3.86,,4189,5042,Fiction,464,400,1995,1995,2003,Vintage,2825,Independence Day,13473,668,1017
John Sandford,4.19,,5942,6742,Mystery,354,52,1995,1995,May 1st 1996,Berkley,2408,Mind Prey,15340,437,196
Charlaine Harris,3.83,,3468,5548,Mystery,250,70,1995,1995,October 1st 1996,Worldwide Library,4258,The Julius House,14021,551,677
John Marsden,4.19,,6422,6387,Young Adult,270,41,1995,1995,August 1st 2006,Scholastic Paperbacks,2598,A Killing Frost,15771,521,323
James Ellroy,4.21,Deutscher Krimi Preis for 2. Platz International (1997),5670,4197,Fiction,592,163,1995,1995,April 24th 2001,Vintage/Random House (NY),1757,American Tabloid,12205,682,418
Stephen Briggs,4.11,,7720,7387,Fantasy,102,89,1995,1995,July 4th 2002,Bloomsbury Methuen Drama,4026,Interesting Times: The Play,19806,176,584
Sally Fallon,4.16,,5355,3415,Food and Drink,674,304,1995,1995,October 1st 2012,New Trends Publishing,1649,Nourishing Traditions: The Cookbook That Challenges Politically Correct Nutrition and the Diet Dictocrats,11228,606,505
Henning Mankell,4.06,,5146,7918,Mystery,432,135,1995,1995,May 13th 2003,Vintage Crime/Black Lizard,3015,Sidetracked,16605,706,391
Sandra Brown,3.99,,4903,6365,Romance,428,158,1995,1995,May 1st 2007,Grand Central Publishing,3384,The Witness,15420,798,610
Laurie R. King,4.04,,6179,8267,Mystery,336,120,1995,1995,2000,HarperCollins,3915,A Monstrous Regiment of Women,19070,1477,589
Temple Grandin,4.12,,4405,4565,Nonfiction,240,86,1995,1995,January 10th 2006,Vintage,2087,Thinking in Pictures: My Life with Autism,11466,859,323
Jan Karon,4.23,,8815,7394,Fiction,480,89,1995,1995,October 4th 2005,RiverOak Publishing,3135,A Light in the Window,19821,800,388
Henry David Thoreau,4.06,,5431,5244,Philosophy,188,145,1995,1995,January 1st 2005,Digireads.com,2859,Civil Disobedience and Other Essays,14311,245,632
Val McDermid,3.98,,4852,6139,Mystery,364,293,1995,1995,June 17th 2002,St. Martin's Paperbacks,3007,The Mermaids Singing,14940,882,649
Peggy Rathmann,4.16,,12801,7520,Childrens,40,450,1995,1995,September 28th 1995,G.P. Putnam's Sons Books for Young Readers,4743,Officer Buckle and Gloria,26668,1563,1154
Margaret Peterson Haddix,3.98,,7162,7905,Young Adult,184,234,1995,1995,2004,Scholastic,4794,Running Out of Time,21119,1353,1024
Guy Gavriel Kay,4.27,,8141,5415,Fantasy,528,170,1995,1995,June 28th 2005,Harper Voyager,2163,The Lions of Al-Rassan,16375,1059,486
Thich Nhat Hanh,4.14,,5436,4443,Religion,240,245,1995,1995,September 1st 1997,Riverhead Trade,2177,"Living Buddha, Living Christ",12701,564,400
Christopher Priest,3.88,,4021,6295,Fiction,360,188,1995,1995,September 15th 1997,Tom Doherty Associates Tor Books,3610,The Prestige,14913,1630,799
Sandra Gulland,4.1,,5453,5410,Historical,448,190,1995,1995,August 3rd 1999,Touchstone,2507,The Many Lives & Secret Sorrows of Josephine B.,14068,819,508
Frank E. Peretti,4.07,,9661,7853,Fiction,656,386,1995,1995,April 8th 2007,HarperCollins Thomas Nelson,4610,The Oath,23681,806,1171
Nora Roberts,4.14,,11736,10706,Romance,371,128,1995,1995,August 1st 1995,Berkley Books,5833,Born in Ice,29174,641,771
John E. Douglas,4.06,,5468,6462,Nonfiction,397,128,1995,1995,August 1st 1996,Pocket Books,3139,Mindhunter: Inside the FBI's Elite Serial Crime Unit,15733,1072,536
Sheri Reynolds,3.81,,8288,11787,Fiction,320,510,1995,1995,,Berkley Books,8875,The Rapture of Canaan,31462,795,2002
Elizabeth Chandler,4.08,,11260,6652,Young Adult,690,649,1995,1995,August 1st 1998,Simon Pulse,4533,Kissed by an Angel/The Power of Love/Soulmates,24554,1709,1460
Neale Donald Walsch,4.15,,12312,6761,Spirituality,240,800,1995,1995,October 29th 1996,Berkley,3717,"Conversations with God: An Uncommon Dialogue, Book 1",24796,1222,1206
Oliver Sacks,3.87,,4042,5412,Nonfiction,326,239,1995,1995,November 6th 2012,Knopf,3578,Hallucinations,14063,1183,792
Kate Atkinson,3.95,,8569,10591,Fiction,336,506,1995,1995,November 12th 1999,Picador USA,5649,Behind the Scenes at the Museum,26718,2222,1403
Sarah Ban Breathnach,3.97,,12818,10655,Nonfiction,528,651,1995,1995,August 1st 2008,Warner Books,8014,Simple Abundance:  A Daybook of Comfort and Joy,34105,557,1967
Amy Tan,3.98,,11117,15493,Fiction,406,280,1995,1995,October 30th 1996,Ivy Books,8382,The Hundred Secret Senses,36550,1514,1278
Nicholas Evans,3.79,,12404,16317,Romance,451,1057,1995,1995,October 1st 1996,Dell,11973,The Horse Whisperer,45235,1705,3484
